Year,Year ending,Police Region,Local Government Area,Offence Count,"Rate per 100,000 population"
2016,June,4 Western, Warrnambool,"3,029 ","8,845.9 "
2016,June,4 Western, West Wimmera,202 ,"5,130.8 "
2016,June,4 Western, Yarriambiack,500 ,"7,415.1 "
2016,June,4 Western,Total,"84,711 ","8,755.0 "
2016,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,635 ",
2016,June,Justice Institutions and Immigration Facilities,Total,"1,635 ",
2016,June,Unincorporated Vic, Unincorporated Vic,128 ,
2016,June,Unincorporated Vic,Total,128 ,
2015,June,1 North West Metro, Banyule,"8,952 ","7,099.8 "
2015,June,1 North West Metro, Brimbank,"18,153 ","9,037.6 "
2015,June,1 North West Metro, Darebin,"14,397 ","9,473.3 "
2015,June,1 North West Metro, Hobsons Bay,"6,774 ","7,389.2 "
2015,June,1 North West Metro, Hume,"18,937 ","9,555.6 "
2015,June,1 North West Metro, Maribyrnong,"7,908 ","9,327.3 "
2015,June,1 North West Metro, Melbourne,"34,527 ","25,225.8 "
2015,June,1 North West Metro, Melton,"10,151 ","7,524.0 "
2015,June,1 North West Metro, Moonee Valley,"9,034 ","7,513.9 "
2015,June,1 North West Metro, Moreland,"12,926 ","7,700.0 "
2015,June,1 North West Metro, Nillumbik,"2,240 ","3,517.9 "
2015,June,1 North West Metro, Whittlesea,"12,991 ","6,599.5 "
2015,June,1 North West Metro, Wyndham,"12,946 ","6,054.8 "
2015,June,1 North West Metro, Yarra,"12,669 ","14,088.7 "
2015,June,1 North West Metro,Total,"182,605 ","9,233.2 "
2015,June,2 Eastern, Alpine,444 ,"3,572.3 "
2015,June,2 Eastern, Bass Coast,"2,602 ","7,987.5 "
2015,June,2 Eastern, Baw Baw,"3,584 ","7,492.1 "
2015,June,2 Eastern, Benalla,"1,083 ","7,778.5 "
2015,June,2 Eastern, Boroondara,"6,583 ","3,767.0 "
2015,June,2 Eastern, East Gippsland,"4,123 ","9,189.2 "
2015,June,2 Eastern, Greater Shepparton,"7,360 ","11,412.8 "
2015,June,2 Eastern, Indigo,475 ,"2,983.3 "
2015,June,2 Eastern, Knox,"9,753 ","6,145.6 "
2015,June,2 Eastern, Latrobe,"12,909 ","17,382.1 "
2015,June,2 Eastern, Manningham,"4,325 ","3,580.7 "
2015,June,2 Eastern, Mansfield,435 ,"5,099.6 "
2015,June,2 Eastern, Maroondah,"7,810 ","6,910.1 "
2015,June,2 Eastern, Mitchell,"3,684 ","9,149.6 "
2015,June,2 Eastern, Moira,"1,480 ","5,053.3 "
2015,June,2 Eastern, Monash,"9,411 ","4,974.8 "
2015,June,2 Eastern, Murrindindi,641 ,"4,628.8 "
2015,June,2 Eastern, South Gippsland,"1,231 ","4,277.1 "
2015,June,2 Eastern, Strathbogie,494 ,"4,855.0 "
2015,June,2 Eastern, Towong,170 ,"2,831.0 "
2015,June,2 Eastern, Wangaratta,"2,450 ","8,705.5 "
2015,June,2 Eastern, Wellington,"4,194 ","9,714.6 "
2015,June,2 Eastern, Whitehorse,"7,501 ","4,500.3 "
2015,June,2 Eastern, Wodonga,"3,278 ","8,357.3 "
2015,June,2 Eastern, Yarra Ranges,"7,071 ","4,609.8 "
2015,June,2 Eastern,Total,"103,091 ","6,323.7 "
2015,June,3 Southern Metro, Bayside,"4,286 ","4,232.3 "
2015,June,3 Southern Metro, Cardinia,"6,338 ","6,866.9 "
2015,June,3 Southern Metro, Casey,"19,449 ","6,493.2 "
2015,June,3 Southern Metro, Frankston,"14,514 ","10,533.4 "
2015,June,3 Southern Metro, Glen Eira,"5,787 ","3,965.8 "
2015,June,3 Southern Metro, Greater Dandenong,"17,316 ","11,095.7 "
2015,June,3 Southern Metro, Kingston,"10,237 ","6,551.9 "
2015,June,3 Southern Metro, Mornington Peninsula,"10,535 ","6,632.8 "
2015,June,3 Southern Metro, Port Phillip,"11,984 ","11,265.2 "
2015,June,3 Southern Metro, Stonnington,"9,797 ","9,068.9 "
2015,June,3 Southern Metro,Total,"110,243 ","7,538.7 "
2015,June,4 Western, Ararat,"1,138 ","9,773.3 "
2015,June,4 Western, Ballarat,"11,021 ","10,860.4 "
2015,June,4 Western, Buloke,230 ,"3,647.3 "
2015,June,4 Western, Campaspe,"3,006 ","8,031.2 "
2015,June,4 Western, Central Goldfields,"1,078 ","8,324.3 "
2015,June,4 Western, Colac-Otway,"1,351 ","6,363.6 "
2015,June,4 Western, Corangamite,637 ,"3,914.2 "
2015,June,4 Western, Gannawarra,531 ,"5,039.9 "
2015,June,4 Western, Glenelg,"1,799 ","9,121.8 "
2015,June,4 Western, Golden Plains,656 ,"3,067.1 "
2015,June,4 Western, Greater Bendigo,"8,485 ","7,720.1 "
2015,June,4 Western, Greater Geelong,"19,158 ","8,224.9 "
2015,June,4 Western, Hepburn,743 ,"4,845.4 "
2015,June,4 Western, Hindmarsh,197 ,"3,391.9 "
2015,June,4 Western, Horsham,"2,829 ","14,293.7 "
2015,June,4 Western, Loddon,337 ,"4,474.8 "
2015,June,4 Western, Macedon Ranges,"2,146 ","4,627.7 "
2015,June,4 Western, Mildura,"5,911 ","10,914.8 "
2015,June,4 Western, Moorabool,"2,041 ","6,428.8 "
2015,June,4 Western, Mount Alexander,955 ,"5,081.4 "
2015,June,4 Western, Moyne,617 ,"3,718.9 "
2015,June,4 Western, Northern Grampians,"1,099 ","9,438.3 "
2015,June,4 Western, Pyrenees,500 ,"6,964.8 "
2015,June,4 Western, Queenscliffe,150 ,"5,114.2 "
2015,June,4 Western, Southern Grampians,"1,038 ","6,422.5 "
2015,June,4 Western, Surf Coast,"1,376 ","4,644.7 "
2015,June,4 Western, Swan Hill,"2,223 ","10,639.9 "
2015,June,4 Western, Warrnambool,"2,978 ","8,757.5 "
2015,June,4 Western, West Wimmera,155 ,"3,900.4 "
2015,June,4 Western, Yarriambiack,377 ,"5,523.0 "
2015,June,4 Western,Total,"74,762 ","7,860.1 "
2015,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,041 ",
2015,June,Justice Institutions and Immigration Facilities,Total,"1,041 ",
2015,June,Unincorporated Vic, Unincorporated Vic,127 ,
2015,June,Unincorporated Vic,Total,127 ,
2014,June,1 North West Metro, Banyule,"9,880 ","7,897.2 "
2014,June,1 North West Metro, Brimbank,"18,171 ","9,155.6 "
2014,June,1 North West Metro, Darebin,"13,672 ","9,144.5 "
2014,June,1 North West Metro, Hobsons Bay,"6,903 ","7,634.6 "
2014,June,1 North West Metro, Hume,"16,619 ","8,688.4 "
2014,June,1 North West Metro, Maribyrnong,"8,684 ","10,530.8 "
2014,June,1 North West Metro, Melbourne,"31,711 ","24,779.1 "
2014,June,1 North West Metro, Melton,"9,489 ","7,338.2 "
2014,June,1 North West Metro, Moonee Valley,"8,323 ","7,067.6 "
2014,June,1 North West Metro, Moreland,"12,384 ","7,546.7 "
2014,June,1 North West Metro, Nillumbik,"2,116 ","3,335.8 "
2014,June,1 North West Metro, Whittlesea,"14,051 ","7,478.0 "
2014,June,1 North West Metro, Wyndham,"13,105 ","6,503.3 "
2014,June,1 North West Metro, Yarra,"12,296 ","14,096.4 "
2014,June,1 North West Metro,Total,"177,404 ","9,256.8 "
2014,June,2 Eastern, Alpine,548 ,"4,435.5 "
2014,June,2 Eastern, Bass Coast,"2,749 ","8,613.0 "
2014,June,2 Eastern, Baw Baw,"3,469 ","7,437.2 "
2014,June,2 Eastern, Benalla,"1,147 ","8,253.0 "
2014,June,2 Eastern, Boroondara,"7,338 ","4,250.0 "
2014,June,2 Eastern, East Gippsland,"3,684 ","8,320.3 "
2014,June,2 Eastern, Greater Shepparton,"6,862 ","10,735.5 "
2014,June,2 Eastern, Indigo,488 ,"3,102.0 "
2014,June,2 Eastern, Knox,"9,687 ","6,153.1 "
2014,June,2 Eastern, Latrobe,"10,604 ","14,303.8 "
2014,June,2 Eastern, Manningham,"4,193 ","3,510.6 "
2014,June,2 Eastern, Mansfield,469 ,"5,586.7 "
2014,June,2 Eastern, Maroondah,"7,338 ","6,585.8 "
2014,June,2 Eastern, Mitchell,"3,239 ","8,287.3 "
2014,June,2 Eastern, Moira,"1,441 ","4,951.9 "
2014,June,2 Eastern, Monash,"8,826 ","4,741.3 "
2014,June,2 Eastern, Murrindindi,690 ,"5,041.3 "
2014,June,2 Eastern, South Gippsland,"1,143 ","4,007.6 "
2014,June,2 Eastern, Strathbogie,514 ,"5,130.8 "
2014,June,2 Eastern, Towong,263 ,"4,396.5 "
2014,June,2 Eastern, Wangaratta,"2,439 ","8,753.9 "
2014,June,2 Eastern, Wellington,"4,091 ","9,525.5 "
2014,June,2 Eastern, Whitehorse,"7,376 ","4,488.8 "
2014,June,2 Eastern, Wodonga,"3,030 ","7,897.0 "
2014,June,2 Eastern, Yarra Ranges,"7,104 ","4,674.7 "
2014,June,2 Eastern,Total,"98,732 ","6,131.5 "
2014,June,3 Southern Metro, Bayside,"4,259 ","4,267.7 "
2014,June,3 Southern Metro, Cardinia,"5,870 ","6,665.2 "
2014,June,3 Southern Metro, Casey,"16,147 ","5,607.8 "
2014,June,3 Southern Metro, Frankston,"14,885 ","10,930.3 "
2014,June,3 Southern Metro, Glen Eira,"5,638 ","3,923.6 "
2014,June,3 Southern Metro, Greater Dandenong,"15,851 ","10,419.0 "
2014,June,3 Southern Metro, Kingston,"9,578 ","6,211.0 "
2014,June,3 Southern Metro, Mornington Peninsula,"10,109 ","6,459.4 "
2014,June,3 Southern Metro, Port Phillip,"11,323 ","10,840.5 "
2014,June,3 Southern Metro, Stonnington,"9,625 ","9,089.3 "
2014,June,3 Southern Metro,Total,"103,285 ","7,228.4 "
2014,June,4 Western, Ararat,968 ,"8,373.7 "
2014,June,4 Western, Ballarat,"9,797 ","9,805.4 "
2014,June,4 Western, Buloke,195 ,"3,078.1 "
2014,June,4 Western, Campaspe,"2,731 ","7,314.3 "
2014,June,4 Western, Central Goldfields,"1,026 ","7,963.4 "
2014,June,4 Western, Colac-Otway,"1,616 ","7,647.5 "
2014,June,4 Western, Corangamite,639 ,"3,910.6 "
2014,June,4 Western, Gannawarra,570 ,"5,411.0 "
2014,June,4 Western, Glenelg,"1,578 ","7,987.9 "
2014,June,4 Western, Golden Plains,503 ,"2,406.8 "
2014,June,4 Western, Greater Bendigo,"8,325 ","7,711.5 "
2014,June,4 Western, Greater Geelong,"17,106 ","7,511.1 "
2014,June,4 Western, Hepburn,603 ,"3,971.3 "
2014,June,4 Western, Hindmarsh,218 ,"3,730.3 "
2014,June,4 Western, Horsham,"1,966 ","9,955.4 "
2014,June,4 Western, Loddon,551 ,"7,334.0 "
2014,June,4 Western, Macedon Ranges,"1,928 ","4,240.1 "
2014,June,4 Western, Mildura,"5,768 ","10,733.8 "
2014,June,4 Western, Moorabool,"1,793 ","5,771.6 "
2014,June,4 Western, Mount Alexander,891 ,"4,816.0 "
2014,June,4 Western, Moyne,626 ,"3,791.2 "
2014,June,4 Western, Northern Grampians,906 ,"7,693.0 "
2014,June,4 Western, Pyrenees,440 ,"6,243.8 "
2014,June,4 Western, Queenscliffe,103 ,"3,468.0 "
2014,June,4 Western, Southern Grampians,"1,081 ","6,650.3 "
2014,June,4 Western, Surf Coast,"1,304 ","4,516.2 "
2014,June,4 Western, Swan Hill,"1,933 ","9,231.1 "
2014,June,4 Western, Warrnambool,"2,645 ","7,841.9 "
2014,June,4 Western, West Wimmera,160 ,"3,962.4 "
2014,June,4 Western, Yarriambiack,294 ,"4,246.1 "
2014,June,4 Western,Total,"68,264 ","7,273.6 "
2014,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,135 ",
2014,June,Justice Institutions and Immigration Facilities,Total,"1,135 ",
2014,June,Unincorporated Vic, Unincorporated Vic,63 ,
2014,June,Unincorporated Vic,Total,63 ,
2013,June,1 North West Metro, Banyule,"7,517 ","6,046.8 "
2013,June,1 North West Metro, Brimbank,"18,872 ","9,620.3 "
2013,June,1 North West Metro, Darebin,"11,129 ","7,556.8 "
2013,June,1 North West Metro, Hobsons Bay,"6,913 ","7,751.0 "
2013,June,1 North West Metro, Hume,"15,075 ","8,154.2 "
2013,June,1 North West Metro, Maribyrnong,"8,298 ","10,400.8 "
2013,June,1 North West Metro, Melbourne,"34,248 ","28,849.9 "
2013,June,1 North West Metro, Melton,"8,371 ","6,754.3 "
2013,June,1 North West Metro, Moonee Valley,"8,049 ","6,971.0 "
2013,June,1 North West Metro, Moreland,"11,788 ","7,354.5 "
2013,June,1 North West Metro, Nillumbik,"1,925 ","3,047.1 "
2013,June,1 North West Metro, Whittlesea,"11,926 ","6,652.5 "
2013,June,1 North West Metro, Wyndham,"12,075 ","6,348.2 "
2013,June,1 North West Metro, Yarra,"10,625 ","12,654.5 "
2013,June,1 North West Metro,Total,"166,811 ","8,984.7 "
2013,June,2 Eastern, Alpine,417 ,"3,394.9 "
2013,June,2 Eastern, Bass Coast,"2,229 ","7,114.4 "
2013,June,2 Eastern, Baw Baw,"3,104 ","6,803.0 "
2013,June,2 Eastern, Benalla,"1,020 ","7,349.8 "
2013,June,2 Eastern, Boroondara,"6,778 ","3,975.7 "
2013,June,2 Eastern, East Gippsland,"3,817 ","8,712.8 "
2013,June,2 Eastern, Greater Shepparton,"6,060 ","9,581.9 "
2013,June,2 Eastern, Indigo,436 ,"2,794.0 "
2013,June,2 Eastern, Knox,"8,779 ","5,615.1 "
2013,June,2 Eastern, Latrobe,"10,268 ","13,852.5 "
2013,June,2 Eastern, Manningham,"3,530 ","2,982.5 "
2013,June,2 Eastern, Mansfield,320 ,"3,866.6 "
2013,June,2 Eastern, Maroondah,"6,320 ","5,756.9 "
2013,June,2 Eastern, Mitchell,"2,506 ","6,631.7 "
2013,June,2 Eastern, Moira,"1,301 ","4,501.0 "
2013,June,2 Eastern, Monash,"8,503 ","4,640.0 "
2013,June,2 Eastern, Murrindindi,632 ,"4,659.7 "
2013,June,2 Eastern, South Gippsland,"1,373 ","4,856.2 "
2013,June,2 Eastern, Strathbogie,518 ,"5,249.8 "
2013,June,2 Eastern, Towong,271 ,"4,546.2 "
2013,June,2 Eastern, Wangaratta,"2,313 ","8,365.3 "
2013,June,2 Eastern, Wellington,"3,781 ","8,850.4 "
2013,June,2 Eastern, Whitehorse,"7,256 ","4,476.8 "
2013,June,2 Eastern, Wodonga,"2,925 ","7,784.4 "
2013,June,2 Eastern, Yarra Ranges,"6,290 ","4,168.3 "
2013,June,2 Eastern,Total,"90,747 ","5,701.3 "
2013,June,3 Southern Metro, Bayside,"4,167 ","4,241.1 "
2013,June,3 Southern Metro, Cardinia,"5,318 ","6,286.7 "
2013,June,3 Southern Metro, Casey,"15,468 ","5,563.6 "
2013,June,3 Southern Metro, Frankston,"13,610 ","10,130.2 "
2013,June,3 Southern Metro, Glen Eira,"5,801 ","4,106.6 "
2013,June,3 Southern Metro, Greater Dandenong,"15,503 ","10,439.6 "
2013,June,3 Southern Metro, Kingston,"9,056 ","5,944.8 "
2013,June,3 Southern Metro, Mornington Peninsula,"9,068 ","5,888.3 "
2013,June,3 Southern Metro, Port Phillip,"11,417 ","11,176.0 "
2013,June,3 Southern Metro, Stonnington,"8,980 ","8,677.4 "
2013,June,3 Southern Metro,Total,"98,388 ","7,043.0 "
2013,June,4 Western, Ararat,"1,331 ","11,584.0 "
2013,June,4 Western, Ballarat,"9,656 ","9,818.6 "
2013,June,4 Western, Buloke,280 ,"4,383.2 "
2013,June,4 Western, Campaspe,"2,593 ","6,968.0 "
2013,June,4 Western, Central Goldfields,"1,075 ","8,388.6 "
2013,June,4 Western, Colac-Otway,"1,362 ","6,474.9 "
2013,June,4 Western, Corangamite,636 ,"3,875.7 "
2013,June,4 Western, Gannawarra,561 ,"5,329.7 "
2013,June,4 Western, Glenelg,"1,365 ","6,895.0 "
2013,June,4 Western, Golden Plains,498 ,"2,445.7 "
2013,June,4 Western, Greater Bendigo,"8,201 ","7,739.9 "
2013,June,4 Western, Greater Geelong,"16,339 ","7,315.2 "
2013,June,4 Western, Hepburn,642 ,"4,273.7 "
2013,June,4 Western, Hindmarsh,277 ,"4,733.4 "
2013,June,4 Western, Horsham,"2,652 ","13,466.0 "
2013,June,4 Western, Loddon,412 ,"5,480.2 "
2013,June,4 Western, Macedon Ranges,"1,704 ","3,821.1 "
2013,June,4 Western, Mildura,"5,501 ","10,348.8 "
2013,June,4 Western, Moorabool,"1,781 ","5,856.6 "
2013,June,4 Western, Mount Alexander,900 ,"4,932.3 "
2013,June,4 Western, Moyne,555 ,"3,377.8 "
2013,June,4 Western, Northern Grampians,"1,974 ","16,616.2 "
2013,June,4 Western, Pyrenees,365 ,"5,260.9 "
2013,June,4 Western, Queenscliffe,93 ,"3,097.9 "
2013,June,4 Western, Southern Grampians,"1,026 ","6,273.3 "
2013,June,4 Western, Surf Coast,"1,187 ","4,205.0 "
2013,June,4 Western, Swan Hill,"1,760 ","8,379.8 "
2013,June,4 Western, Warrnambool,"2,264 ","6,773.8 "
2013,June,4 Western, West Wimmera,173 ,"4,195.0 "
2013,June,4 Western, Yarriambiack,372 ,"5,290.1 "
2013,June,4 Western,Total,"67,535 ","7,288.4 "
2013,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,249 ",
2013,June,Justice Institutions and Immigration Facilities,Total,"1,249 ",
2013,June,Unincorporated Vic, Unincorporated Vic,114 ,
2013,June,Unincorporated Vic,Total,114 ,
2012,June,1 North West Metro, Banyule,"7,280 ","5,890.7 "
2012,June,1 North West Metro, Brimbank,"17,348 ","8,952.7 "
2012,June,1 North West Metro, Darebin,"11,836 ","8,163.5 "
2012,June,1 North West Metro, Hobsons Bay,"6,425 ","7,273.1 "
2012,June,1 North West Metro, Hume,"14,806 ","8,262.2 "
2012,June,1 North West Metro, Maribyrnong,"9,146 ","11,850.4 "
2012,June,1 North West Metro, Melbourne,"31,624 ","29,396.3 "
2012,June,1 North West Metro, Melton,"8,258 ","6,978.8 "
2012,June,1 North West Metro, Moonee Valley,"7,806 ","6,867.1 "
2012,June,1 North West Metro, Moreland,"11,677 ","7,439.1 "
2012,June,1 North West Metro, Nillumbik,"1,840 ","2,923.7 "
2012,June,1 North West Metro, Whittlesea,"11,673 ","6,866.8 "
2012,June,1 North West Metro, Wyndham,"12,488 ","6,971.4 "
2012,June,1 North West Metro, Yarra,"10,945 ","13,467.8 "
2012,June,1 North West Metro,Total,"163,152 ","9,079.4 "
2012,June,2 Eastern, Alpine,414 ,"3,398.2 "
2012,June,2 Eastern, Bass Coast,"2,069 ","6,715.1 "
2012,June,2 Eastern, Baw Baw,"2,524 ","5,671.1 "
2012,June,2 Eastern, Benalla,932 ,"6,729.7 "
2012,June,2 Eastern, Boroondara,"6,437 ","3,820.6 "
2012,June,2 Eastern, East Gippsland,"2,930 ","6,762.2 "
2012,June,2 Eastern, Greater Shepparton,"6,268 ","10,018.9 "
2012,June,2 Eastern, Indigo,499 ,"3,228.9 "
2012,June,2 Eastern, Knox,"8,409 ","5,411.0 "
2012,June,2 Eastern, Latrobe,"9,094 ","12,288.5 "
2012,June,2 Eastern, Manningham,"4,123 ","3,510.7 "
2012,June,2 Eastern, Mansfield,349 ,"4,310.2 "
2012,June,2 Eastern, Maroondah,"6,564 ","6,053.5 "
2012,June,2 Eastern, Mitchell,"2,391 ","6,571.6 "
2012,June,2 Eastern, Moira,"1,458 ","5,084.6 "
2012,June,2 Eastern, Monash,"8,162 ","4,526.6 "
2012,June,2 Eastern, Murrindindi,599 ,"4,451.5 "
2012,June,2 Eastern, South Gippsland,"1,086 ","3,888.8 "
2012,June,2 Eastern, Strathbogie,423 ,"4,341.1 "
2012,June,2 Eastern, Towong,283 ,"4,764.3 "
2012,June,2 Eastern, Wangaratta,"2,207 ","8,043.6 "
2012,June,2 Eastern, Wellington,"3,146 ","7,411.9 "
2012,June,2 Eastern, Whitehorse,"6,292 ","3,940.8 "
2012,June,2 Eastern, Wodonga,"3,096 ","8,422.7 "
2012,June,2 Eastern, Yarra Ranges,"6,346 ","4,234.5 "
2012,June,2 Eastern,Total,"86,101 ","5,473.1 "
2012,June,3 Southern Metro, Bayside,"4,346 ","4,481.8 "
2012,June,3 Southern Metro, Cardinia,"4,666 ","5,801.9 "
2012,June,3 Southern Metro, Casey,"14,392 ","5,345.4 "
2012,June,3 Southern Metro, Frankston,"12,329 ","9,326.4 "
2012,June,3 Southern Metro, Glen Eira,"5,680 ","4,082.9 "
2012,June,3 Southern Metro, Greater Dandenong,"14,384 ","9,912.1 "
2012,June,3 Southern Metro, Kingston,"8,986 ","5,973.3 "
2012,June,3 Southern Metro, Mornington Peninsula,"9,039 ","5,958.5 "
2012,June,3 Southern Metro, Port Phillip,"11,306 ","11,318.1 "
2012,June,3 Southern Metro, Stonnington,"8,737 ","8,615.5 "
2012,June,3 Southern Metro,Total,"93,865 ","6,869.0 "
2012,June,4 Western, Ararat,"1,105 ","9,693.0 "
2012,June,4 Western, Ballarat,"9,790 ","10,121.2 "
2012,June,4 Western, Buloke,297 ,"4,616.1 "
2012,June,4 Western, Campaspe,"2,513 ","6,784.4 "
2012,June,4 Western, Central Goldfields,863 ,"6,787.8 "
2012,June,4 Western, Colac-Otway,"1,420 ","6,793.6 "
2012,June,4 Western, Corangamite,803 ,"4,875.5 "
2012,June,4 Western, Gannawarra,481 ,"4,581.8 "
2012,June,4 Western, Glenelg,"1,290 ","6,506.9 "
2012,June,4 Western, Golden Plains,436 ,"2,224.0 "
2012,June,4 Western, Greater Bendigo,"6,762 ","6,507.9 "
2012,June,4 Western, Greater Geelong,"15,128 ","6,903.0 "
2012,June,4 Western, Hepburn,691 ,"4,661.0 "
2012,June,4 Western, Hindmarsh,253 ,"4,319.6 "
2012,June,4 Western, Horsham,"2,008 ","10,240.7 "
2012,June,4 Western, Loddon,412 ,"5,472.2 "
2012,June,4 Western, Macedon Ranges,"1,464 ","3,342.9 "
2012,June,4 Western, Mildura,"5,273 ","10,048.6 "
2012,June,4 Western, Moorabool,"1,442 ","4,910.9 "
2012,June,4 Western, Mount Alexander,879 ,"4,869.0 "
2012,June,4 Western, Moyne,628 ,"3,851.8 "
2012,June,4 Western, Northern Grampians,924 ,"7,719.3 "
2012,June,4 Western, Pyrenees,254 ,"3,702.6 "
2012,June,4 Western, Queenscliffe,316 ,"10,336.9 "
2012,June,4 Western, Southern Grampians,977 ,"5,935.2 "
2012,June,4 Western, Surf Coast,"1,341 ","4,871.0 "
2012,June,4 Western, Swan Hill,"1,809 ","8,626.2 "
2012,June,4 Western, Warrnambool,"2,337 ","7,069.2 "
2012,June,4 Western, West Wimmera,134 ,"3,179.9 "
2012,June,4 Western, Yarriambiack,394 ,"5,553.2 "
2012,June,4 Western,Total,"62,424 ","6,832.0 "
2012,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,004 ",
2012,June,Justice Institutions and Immigration Facilities,Total,"1,004 ",
2012,June,Unincorporated Vic, Unincorporated Vic,135 ,
2012,June,Unincorporated Vic,Total,135 ,
2011,June,1 North West Metro, Banyule,"6,571 ","5,343.0 "
2011,June,1 North West Metro, Brimbank,"16,565 ","8,650.3 "
2011,June,1 North West Metro, Darebin,"11,022 ","7,710.8 "
2011,June,1 North West Metro, Hobsons Bay,"5,464 ","6,252.1 "
2011,June,1 North West Metro, Hume,"13,044 ","7,484.1 "
2011,June,1 North West Metro, Maribyrnong,"8,363 ","11,127.8 "
2011,June,1 North West Metro, Melbourne,"29,608 ","29,537.1 "
2011,June,1 North West Metro, Melton,"6,576 ","5,837.9 "
2011,June,1 North West Metro, Moonee Valley,"7,148 ","6,371.9 "
2011,June,1 North West Metro, Moreland,"10,426 ","6,759.3 "
2011,June,1 North West Metro, Nillumbik,"1,885 ","3,005.6 "
2011,June,1 North West Metro, Whittlesea,"9,684 ","6,022.4 "
2011,June,1 North West Metro, Wyndham,"10,586 ","6,350.4 "
2011,June,1 North West Metro, Yarra,"10,848 ","13,748.5 "
2011,June,1 North West Metro,Total,"147,790 ","8,480.6 "
2011,June,2 Eastern, Alpine,363 ,"3,008.0 "
2011,June,2 Eastern, Bass Coast,"2,032 ","6,721.1 "
2011,June,2 Eastern, Baw Baw,"1,948 ","4,489.6 "
2011,June,2 Eastern, Benalla,903 ,"6,535.0 "
2011,June,2 Eastern, Boroondara,"5,797 ","3,470.0 "
2011,June,2 Eastern, East Gippsland,"3,178 ","7,420.7 "
2011,June,2 Eastern, Greater Shepparton,"5,638 ","9,131.3 "
2011,June,2 Eastern, Indigo,448 ,"2,924.9 "
2011,June,2 Eastern, Knox,"7,821 ","5,058.0 "
2011,June,2 Eastern, Latrobe,"8,162 ","11,061.4 "
2011,June,2 Eastern, Manningham,"3,545 ","3,036.4 "
2011,June,2 Eastern, Mansfield,359 ,"4,520.3 "
2011,June,2 Eastern, Maroondah,"5,983 ","5,574.8 "
2011,June,2 Eastern, Mitchell,"2,846 ","8,107.1 "
2011,June,2 Eastern, Moira,"1,401 ","4,932.1 "
2011,June,2 Eastern, Monash,"7,885 ","4,446.1 "
2011,June,2 Eastern, Murrindindi,580 ,"4,349.5 "
2011,June,2 Eastern, South Gippsland,"1,029 ","3,740.2 "
2011,June,2 Eastern, Strathbogie,438 ,"4,563.5 "
2011,June,2 Eastern, Towong,214 ,"3,616.1 "
2011,June,2 Eastern, Wangaratta,"2,082 ","7,651.0 "
2011,June,2 Eastern, Wellington,"2,725 ","6,477.6 "
2011,June,2 Eastern, Whitehorse,"6,284 ","3,988.9 "
2011,June,2 Eastern, Wodonga,"2,849 ","7,908.4 "
2011,June,2 Eastern, Yarra Ranges,"6,194 ","4,159.8 "
2011,June,2 Eastern,Total,"80,704 ","5,187.1 "
2011,June,3 Southern Metro, Bayside,"3,295 ","3,428.0 "
2011,June,3 Southern Metro, Cardinia,"4,067 ","5,363.2 "
2011,June,3 Southern Metro, Casey,"14,032 ","5,370.4 "
2011,June,3 Southern Metro, Frankston,"11,822 ","9,069.4 "
2011,June,3 Southern Metro, Glen Eira,"5,244 ","3,823.5 "
2011,June,3 Southern Metro, Greater Dandenong,"13,468 ","9,473.4 "
2011,June,3 Southern Metro, Kingston,"9,038 ","6,094.2 "
2011,June,3 Southern Metro, Mornington Peninsula,"8,367 ","5,605.2 "
2011,June,3 Southern Metro, Port Phillip,"9,862 ","10,138.2 "
2011,June,3 Southern Metro, Stonnington,"8,212 ","8,307.3 "
2011,June,3 Southern Metro,Total,"87,407 ","6,539.5 "
2011,June,4 Western, Ararat,922 ,"8,140.6 "
2011,June,4 Western, Ballarat,"8,844 ","9,291.4 "
2011,June,4 Western, Buloke,349 ,"5,398.3 "
2011,June,4 Western, Campaspe,"2,756 ","7,478.0 "
2011,June,4 Western, Central Goldfields,967 ,"7,687.4 "
2011,June,4 Western, Colac-Otway,"1,305 ","6,274.3 "
2011,June,4 Western, Corangamite,671 ,"4,060.3 "
2011,June,4 Western, Gannawarra,666 ,"6,371.4 "
2011,June,4 Western, Glenelg,"1,547 ","7,794.2 "
2011,June,4 Western, Golden Plains,450 ,"2,373.7 "
2011,June,4 Western, Greater Bendigo,"5,676 ","5,565.0 "
2011,June,4 Western, Greater Geelong,"14,667 ","6,795.4 "
2011,June,4 Western, Hepburn,687 ,"4,696.2 "
2011,June,4 Western, Hindmarsh,175 ,"2,988.4 "
2011,June,4 Western, Horsham,"1,826 ","9,353.1 "
2011,June,4 Western, Loddon,394 ,"5,221.3 "
2011,June,4 Western, Macedon Ranges,"1,581 ","3,686.8 "
2011,June,4 Western, Mildura,"5,687 ","10,974.1 "
2011,June,4 Western, Moorabool,"1,293 ","4,509.9 "
2011,June,4 Western, Mount Alexander,852 ,"4,767.2 "
2011,June,4 Western, Moyne,536 ,"3,315.4 "
